PURCHASE#,CLIENT#,PER#,PAYMENTMETHOD,DELIVERYMETHOD,TOTALAMOUNT
4069,2135,3196,Cash,Pick Up,6
4070,181,3197,Cash,Mail,6.5
4071,4979,3198,Cash,Pick Up,6
4072,1151,3199,Debit Card,Pick Up,6
4073,1847,3200,Cash,Mail,6.5
4074,1159,3201,Debit Card,Pick Up,6
4075,3084,3202,Credit Card,Mail,6.5
4076,3084,3202,Credit Card,Pick Up,6
4077,4260,3203,Credit Card,Mail,6.5
4078,4260,3203,Cash,Mail,6.5
4079,4983,3204,Cash,Pick Up,6
4080,2990,3205,Cash,Pick Up,6
4081,4208,3206,Debit Card,Mail,6.5
4082,4208,3206,Credit Card,Mail,6.5
4083,3749,3207,Credit Card,Pick Up,6
4084,855,3208,Debit Card,Pick Up,6
4085,3790,3209,Cash,Pick Up,6
4086,2693,3210,Credit Card,Pick Up,6
4087,4273,3211,Debit Card,Mail,6.5
4088,4383,3212,Cash,Pick Up,6
4089,3269,3213,Debit Card,Pick Up,6
4090,3269,3213,Debit Card,Pick Up,6
4091,3790,3214,Debit Card,Mail,6.5
4092,3790,3214,Cash,Mail,6.5
4093,4640,3215,Cash,Mail,6.5
4094,4773,3216,Debit Card,Mail,6.5
4095,3428,3217,Cash,Mail,6.5
4096,3428,3217,Credit Card,Mail,6.5
4097,4736,3218,Debit Card,Pick Up,6
4098,2474,3219,Credit Card,Pick Up,6
4099,4353,3220,Debit Card,Mail,6.5
4100,2782,3221,Cash,Pick Up,6
4101,3664,3222,Credit Card,Mail,6.5
4102,3599,3223,Credit Card,Mail,6.5
4103,3045,3224,Cash,Pick Up,6
4104,3045,3224,Cash,Mail,6.5
4105,3592,3225,Debit Card,Pick Up,6
4106,3592,3225,Debit Card,Pick Up,6
4107,3009,3226,Credit Card,Pick Up,6
4108,4807,3227,Cash,Mail,6.5
4109,2418,3228,Cash,Pick Up,6
4110,2418,3228,Cash,Mail,6.5
4111,4538,3229,Debit Card,Mail,6.5
4112,2002,3230,Cash,Mail,6.5
4113,4922,3231,Credit Card,Mail,6.5
4114,227,3232,Credit Card,Mail,6.5
4115,4059,3233,Cash,Pick Up,6
4116,3386,3234,Cash,Mail,6.5
4117,2111,3235,Cash,Pick Up,6
4118,2111,3235,Credit Card,Mail,6.5
4119,1670,3236,Credit Card,Pick Up,6
4120,1670,3236,Cash,Pick Up,6
4121,632,3237,Debit Card,Pick Up,6
4122,1095,3238,Debit Card,Mail,6.5
4123,688,3239,Cash,Pick Up,6
4124,688,3239,Cash,Mail,6.5
4125,924,3240,Cash,Pick Up,6
4126,3612,3241,Cash,Pick Up,6
4127,1718,3242,Credit Card,Pick Up,6
4128,1758,3243,Debit Card,Pick Up,6
4129,2216,3244,Cash,Pick Up,6
4130,2015,3245,Credit Card,Pick Up,6
4131,1179,3246,Cash,Pick Up,6
4132,1179,3246,Cash,Pick Up,6
4133,923,3247,Credit Card,Pick Up,6
4134,923,3247,Debit Card,Pick Up,6
4135,1316,3248,Credit Card,Mail,6.5
4136,2110,3249,Cash,Pick Up,6
4137,1475,3250,Debit Card,Mail,6.5
4138,1475,3250,Debit Card,Mail,6.5
4139,1010,3251,Debit Card,Mail,6.5
4140,1586,3252,Debit Card,Mail,6.5
4141,1617,3253,Credit Card,Mail,6.5
4142,1807,3254,Cash,Mail,6.5
4143,391,3255,Cash,Pick Up,6
4144,1533,3256,Cash,Pick Up,6
4145,1681,3257,Credit Card,Pick Up,6
4146,1681,3257,Cash,Pick Up,6
4147,2110,3258,Debit Card,Mail,6.5
4148,2110,3258,Cash,Mail,6.5
4149,2582,3259,Debit Card,Mail,6.5
4150,2319,3260,Debit Card,Pick Up,6
4151,174,3261,Cash,Mail,6.5
4152,174,3261,Credit Card,Pick Up,6
4153,1239,3262,Credit Card,Pick Up,6
4154,1851,3263,Debit Card,Pick Up,6
4155,1791,3264,Cash,Pick Up,6
4156,1434,3265,Debit Card,Pick Up,6
4157,957,3266,Cash,Pick Up,6
4158,553,3267,Cash,Pick Up,6
4159,3246,3268,Cash,Mail,6.5
4160,3246,3268,Debit Card,Mail,6.5
4161,3436,3269,Debit Card,Pick Up,6
4162,3436,3269,Cash,Pick Up,6
4163,3938,3270,Debit Card,Mail,6.5
4164,2286,3271,Credit Card,Pick Up,6
4165,149,3272,Cash,Mail,6.5
4166,149,3272,Credit Card,Pick Up,6
4167,2658,3273,Debit Card,Pick Up,6
4168,3871,3274,Credit Card,Pick Up,6
4169,4731,3275,Cash,Mail,6.5
4170,2827,3276,Cash,Pick Up,6
4171,4198,3277,Debit Card,Mail,6.5
4172,2521,3278,Credit Card,Pick Up,6
4173,2902,3279,Debit Card,Pick Up,6
4174,2902,3279,Debit Card,Mail,6.5
4175,2796,3280,Cash,Mail,6.5
4176,2796,3280,Debit Card,Pick Up,6
4177,4491,3281,Debit Card,Pick Up,6
4178,3932,3282,Cash,Mail,6.5
4179,4440,3283,Debit Card,Pick Up,6
4180,4440,3283,Credit Card,Pick Up,6
4181,20,3284,Debit Card,Mail,6.5
4182,3515,3285,Cash,Pick Up,6
4183,4003,3286,Debit Card,Pick Up,6
4184,3882,3287,Credit Card,Mail,6.5
4185,4195,3288,Credit Card,Pick Up,6
4186,3473,3289,Cash,Pick Up,6
4187,4649,3290,Credit Card,Pick Up,6
4188,4649,3290,Cash,Mail,6.5
4189,2919,3291,Cash,Mail,6.5
4190,2919,3291,Cash,Mail,6.5
4191,2886,3292,Debit Card,Mail,6.5
4192,2922,3293,Debit Card,Mail,6.5
4193,3990,3294,Cash,Mail,6.5
4194,3990,3294,Debit Card,Pick Up,6
4195,421,3295,Debit Card,Pick Up,6
4196,4051,3296,Credit Card,Mail,6.5
4197,4178,3297,Cash,Pick Up,6
4198,4701,3298,Cash,Pick Up,6
4199,3567,3299,Cash,Pick Up,6
4200,2946,3300,Cash,Pick Up,6
4201,1545,3301,Debit Card,Pick Up,6
4202,1545,3301,Debit Card,Pick Up,6
4203,625,3302,Debit Card,Mail,6.5
4204,625,3302,Debit Card,Mail,6.5
4205,2448,3303,Debit Card,Pick Up,6
4206,2552,3304,Credit Card,Mail,6.5
4207,558,3305,Cash,Pick Up,6
4208,558,3305,Credit Card,Mail,6.5
4209,2083,3306,Credit Card,Mail,6.5
4210,34,3307,Cash,Pick Up,6
4211,4896,3308,Credit Card,Mail,6.5
4212,1243,3309,Debit Card,Mail,6.5
4213,1598,3310,Debit Card,Mail,6.5
4214,1746,3311,Credit Card,Mail,6.5
4215,1327,3312,Debit Card,Pick Up,6
4216,1327,3312,Cash,Pick Up,6
4217,823,3313,Credit Card,Mail,6.5
4218,823,3313,Cash,Pick Up,6
4219,224,3314,Debit Card,Pick Up,6
4220,1769,3315,Debit Card,Mail,6.5
4221,1371,3316,Cash,Pick Up,6
4222,1371,3316,Cash,Mail,6.5
4223,469,3317,Cash,Mail,6.5
4224,833,3318,Credit Card,Pick Up,6
4225,3187,3319,Credit Card,Pick Up,6
4226,798,3320,Credit Card,Pick Up,6
4227,1702,3321,Cash,Pick Up,6
4228,757,3322,Credit Card,Mail,6.5
4229,4610,3323,Cash,Mail,6.5
4230,4610,3323,Cash,Pick Up,6
4231,1121,3324,Debit Card,Pick Up,6
4232,1121,3324,Credit Card,Mail,6.5
4233,1893,3325,Debit Card,Pick Up,6
4234,1641,3326,Debit Card,Mail,6.5
4235,270,3327,Cash,Mail,6.5
4236,270,3327,Credit Card,Pick Up,6
4237,895,3328,Credit Card,Mail,6.5
4238,2314,3329,Cash,Pick Up,6
4239,1129,3330,Credit Card,Mail,6.5
4240,726,3331,Cash,Mail,6.5
4241,259,3332,Cash,Pick Up,6
4242,344,3333,Credit Card,Pick Up,6
4243,3560,3334,Debit Card,Mail,6.5
4244,3560,3334,Cash,Pick Up,6
4245,3268,3335,Debit Card,Pick Up,6
4246,3268,3335,Debit Card,Pick Up,6
4247,3663,3336,Cash,Mail,6.5
4248,4726,3337,Debit Card,Mail,6.5
4249,4490,3338,Debit Card,Pick Up,6
4250,4490,3338,Debit Card,Mail,6.5
4251,3030,3339,Debit Card,Pick Up,6
4252,4963,3340,Credit Card,Mail,6.5
4253,2765,3341,Debit Card,Pick Up,6
4254,2729,3342,Cash,Mail,6.5
4255,3013,3343,Credit Card,Pick Up,6
4256,4923,3344,Credit Card,Mail,6.5
4257,2642,3345,Cash,Mail,6.5
4258,2642,3345,Debit Card,Mail,6.5
4259,2621,3346,Cash,Mail,6.5
4260,2621,3346,Cash,Mail,6.5
4261,4074,3347,Cash,Mail,6.5
4262,822,3348,Credit Card,Pick Up,6
4263,4747,3349,Debit Card,Pick Up,6
4264,4747,3349,Debit Card,Mail,6.5
4265,4607,3350,Debit Card,Mail,6.5
4266,1204,3351,Credit Card,Mail,6.5
4267,2948,3352,Debit Card,Mail,6.5
4268,2966,3353,Debit Card,Mail,6.5
4269,4566,3354,Debit Card,Pick Up,6
4270,4828,3355,Debit Card,Pick Up,6
4271,2826,3356,Credit Card,Pick Up,6
4272,2826,3356,Credit Card,Pick Up,6
4273,2770,3357,Credit Card,Pick Up,6
4274,2770,3357,Cash,Mail,6.5
4275,4525,3358,Cash,Mail,6.5
4276,4791,3359,Cash,Mail,6.5
4277,4238,3360,Credit Card,Mail,6.5
4278,4238,3360,Credit Card,Pick Up,6
4279,1215,3361,Cash,Mail,6.5
4280,3903,3362,Debit Card,Mail,6.5
4281,4920,3363,Credit Card,Mail,6.5
4282,2225,3364,Credit Card,Pick Up,6
4283,3695,3365,Credit Card,Pick Up,6
4284,3057,3366,Cash,Pick Up,6
4285,131,3367,Debit Card,Pick Up,6
4286,131,3367,Cash,Pick Up,6
4287,141,3368,Cash,Mail,6.5
4288,141,3368,Credit Card,Mail,6.5
4289,4051,3369,Credit Card,Pick Up,6
4290,1000,3370,Credit Card,Mail,6.5
4291,226,3371,Debit Card,Pick Up,6
4292,226,3371,Credit Card,Mail,6.5
4293,1649,3372,Cash,Mail,6.5
4294,368,3373,Cash,Pick Up,6
4295,399,3374,Cash,Mail,6.5
4296,3901,3375,Debit Card,Pick Up,6
4297,1522,3376,Credit Card,Mail,6.5
4298,82,3377,Debit Card,Pick Up,6
4299,1255,3378,Cash,Mail,6.5
4300,1255,3378,Debit Card,Mail,6.5
4301,2519,3379,Cash,Mail,6.5
4302,2519,3379,Credit Card,Pick Up,6
4303,1505,3380,Debit Card,Mail,6.5
4304,1045,3381,Debit Card,Pick Up,6
4305,2009,3382,Cash,Pick Up,6
4306,2009,3382,Debit Card,Mail,6.5
4307,1179,3383,Cash,Pick Up,6
4308,67,3384,Debit Card,Pick Up,6
4309,3651,3385,Debit Card,Mail,6.5
4310,2347,3386,Cash,Pick Up,6
4311,824,3387,Cash,Mail,6.5
4312,803,3388,Debit Card,Mail,6.5
4313,2540,3389,Debit Card,Pick Up,6
4314,2540,3389,Debit Card,Mail,6.5
4315,850,3390,Cash,Pick Up,6
4316,850,3390,Debit Card,Pick Up,6
4317,704,3391,Cash,Mail,6.5
4318,2339,3392,Credit Card,Mail,6.5
4319,2101,3393,Credit Card,Pick Up,6
4320,2101,3393,Credit Card,Pick Up,6
4321,288,3394,Credit Card,Pick Up,6
4322,475,3395,Cash,Mail,6.5
4323,1825,3396,Credit Card,Mail,6.5
4324,2089,3397,Debit Card,Mail,6.5
4325,1164,3398,Credit Card,Pick Up,6
4326,413,3399,Credit Card,Pick Up,6
4327,2810,3400,Credit Card,Mail,6.5
4328,2810,3400,Cash,Pick Up,6
4329,3384,3401,Cash,Pick Up,6
4330,3384,3401,Debit Card,Mail,6.5
4331,3924,3402,Cash,Mail,6.5
4332,2712,3403,Cash,Pick Up,6
4333,4167,3404,Cash,Pick Up,6
4334,4167,3404,Debit Card,Mail,6.5
4335,3539,3405,Cash,Pick Up,6
4336,3957,3406,Cash,Mail,6.5
4337,1397,3407,Debit Card,Mail,6.5
4338,4618,3408,Cash,Mail,6.5
4339,510,3409,Cash,Pick Up,6
4340,1605,3410,Debit Card,Pick Up,6
4341,3688,3411,Debit Card,Pick Up,6
4342,3688,3411,Debit Card,Pick Up,6
4343,4924,3412,Cash,Pick Up,6
4344,4924,3412,Debit Card,Pick Up,6
4345,3478,3413,Cash,Mail,6.5
4346,4451,3414,Cash,Pick Up,6
4347,281,3415,Credit Card,Mail,6.5
4348,281,3415,Cash,Pick Up,6
4349,4835,3416,Cash,Mail,6.5
4350,1670,3417,Credit Card,Pick Up,6
4351,2828,3418,Debit Card,Pick Up,6
4352,3016,3419,Cash,Pick Up,6
4353,2310,3420,Debit Card,Pick Up,6
4354,4828,3421,Cash,Mail,6.5
4355,3131,3422,Credit Card,Pick Up,6
4356,3131,3422,Credit Card,Mail,6.5
4357,4429,3423,Credit Card,Mail,6.5
4358,4429,3423,Debit Card,Mail,6.5
4359,4125,3424,Credit Card,Pick Up,6
4360,4811,3425,Credit Card,Pick Up,6
4361,3271,3426,Credit Card,Pick Up,6
4362,3271,3426,Cash,Mail,6.5
4363,3468,3427,Credit Card,Pick Up,6
4364,2917,3428,Debit Card,Mail,6.5
4365,3815,3429,Credit Card,Pick Up,6
4366,4990,3430,Credit Card,Pick Up,6
4367,3051,3431,Debit Card,Mail,6.5
4368,2797,3432,Credit Card,Pick Up,6
4369,613,3433,Credit Card,Pick Up,6
4370,613,3433,Cash,Pick Up,6
4371,2258,3434,Cash,Pick Up,6
4372,2258,3434,Debit Card,Mail,6.5
4373,600,3435,Cash,Mail,6.5
4374,2054,3436,Debit Card,Pick Up,6
4375,1344,3437,Credit Card,Mail,6.5
4376,1344,3437,Debit Card,Pick Up,6
4377,4767,3438,Debit Card,Mail,6.5
4378,180,3439,Credit Card,Pick Up,6
4379,2314,3440,Debit Card,Mail,6.5
4380,476,3441,Debit Card,Mail,6.5
4381,1834,3442,Cash,Mail,6.5
4382,656,3443,Credit Card,Pick Up,6
4383,1417,3444,Credit Card,Mail,6.5
4384,1417,3444,Cash,Pick Up,6
4385,1542,3445,Cash,Mail,6.5
4386,1542,3445,Cash,Pick Up,6
4387,772,3446,Cash,Pick Up,6
4388,314,3447,Cash,Pick Up,6
4389,1161,3448,Cash,Pick Up,6
4390,1161,3448,Credit Card,Pick Up,6
4391,2468,3449,Credit Card,Pick Up,6
4392,685,3450,Cash,Pick Up,6
4393,1278,3451,Credit Card,Pick Up,6
4394,2182,3452,Debit Card,Mail,6.5
4395,1400,3453,Cash,Mail,6.5
4396,696,3454,Debit Card,Pick Up,6
4397,4022,3455,Cash,Pick Up,6
4398,4022,3455,Cash,Mail,6.5
4399,4458,3456,Credit Card,Mail,6.5
4400,4458,3456,Cash,Mail,6.5
4401,214,3457,Credit Card,Mail,6.5
4402,770,3458,Debit Card,Pick Up,6
4403,1781,3459,Cash,Pick Up,6
4404,1781,3459,Cash,Pick Up,6
4405,1340,3460,Debit Card,Mail,6.5
4406,996,3461,Debit Card,Pick Up,6
4407,2500,3462,Debit Card,Mail,6.5
4408,1684,3463,Cash,Pick Up,6
4409,3797,3464,Debit Card,Mail,6.5
4410,838,3465,Cash,Pick Up,6
4411,3122,3466,Cash,Pick Up,6
4412,3122,3466,Debit Card,Mail,6.5
4413,2593,3467,Cash,Pick Up,6
4414,2593,3467,Credit Card,Pick Up,6
4415,3388,3468,Credit Card,Pick Up,6
4416,3581,3469,Cash,Pick Up,6
4417,4876,3470,Credit Card,Mail,6.5
4418,4876,3470,Cash,Pick Up,6
4419,4835,3471,Credit Card,Mail,6.5
4420,4303,3472,Cash,Mail,6.5
4421,3457,3473,Debit Card,Mail,6.5
4422,3119,3474,Cash,Mail,6.5
4423,4880,3475,Debit Card,Pick Up,6
4424,3505,3476,Debit Card,Pick Up,6
4425,3529,3477,Cash,Pick Up,6
4426,3529,3477,Debit Card,Mail,6.5
4427,4672,3478,Credit Card,Pick Up,6
4428,4672,3478,Cash,Mail,6.5
4429,4355,3479,Credit Card,Mail,6.5
4430,3044,3480,Cash,Mail,6.5
4431,2624,3481,Debit Card,Pick Up,6
4432,2624,3481,Cash,Pick Up,6
4433,3406,3482,Debit Card,Pick Up,6
4434,3944,3483,Credit Card,Pick Up,6
4435,2982,3484,Cash,Mail,6.5
4436,4055,3485,Debit Card,Mail,6.5
4437,3241,3486,Cash,Mail,6.5
4438,3574,3487,Cash,Pick Up,6
4439,3024,3488,Credit Card,Mail,6.5
4440,3024,3488,Credit Card,Mail,6.5
4441,4389,3489,Credit Card,Mail,6.5
4442,4389,3489,Credit Card,Mail,6.5
4443,4587,3490,Credit Card,Mail,6.5
4444,185,3491,Cash,Mail,6.5
4445,4250,3492,Debit Card,Pick Up,6
4446,4250,3492,Cash,Mail,6.5
4447,4363,3493,Cash,Mail,6.5
4448,1978,3494,Debit Card,Mail,6.5
4449,2758,3495,Credit Card,Mail,6.5
4450,3554,3496,Credit Card,Pick Up,6
4451,3761,3497,Debit Card,Mail,6.5
4452,1455,3498,Credit Card,Pick Up,6
4453,4519,3499,Cash,Mail,6.5
4454,4519,3499,Debit Card,Pick Up,6
4455,499,3500,Credit Card,Pick Up,6
4456,499,3500,Debit Card,Mail,6.5
4457,1478,3501,Credit Card,Pick Up,6
4458,1704,3502,Credit Card,Pick Up,6
4459,1086,3503,Debit Card,Pick Up,6
4460,1086,3503,Credit Card,Pick Up,6
4461,1129,3504,Debit Card,Mail,6.5
4462,1544,3505,Cash,Mail,6.5
4463,2316,3506,Credit Card,Pick Up,6
4464,1844,3507,Cash,Mail,6.5
4465,2326,3508,Cash,Pick Up,6
4466,353,3509,Credit Card,Mail,6.5
4467,598,3510,Debit Card,Pick Up,6
4468,598,3510,Credit Card,Pick Up,6
4469,799,3511,Credit Card,Pick Up,6
4470,799,3511,Debit Card,Pick Up,6
4471,2046,3512,Cash,Pick Up,6
4472,1135,3513,Credit Card,Mail,6.5
4473,545,3514,Cash,Pick Up,6
4474,545,3514,Credit Card,Mail,6.5
4475,2753,3515,Cash,Mail,6.5
4476,2383,3516,Cash,Pick Up,6
4477,3725,3517,Cash,Mail,6.5
4478,736,3518,Credit Card,Pick Up,6
4479,675,3519,Credit Card,Mail,6.5
4480,752,3520,Cash,Pick Up,6
4481,1906,3521,Credit Card,Pick Up,6
4482,1906,3521,Debit Card,Pick Up,6
4483,2495,3522,Credit Card,Pick Up,6
4484,2495,3522,Debit Card,Pick Up,6
4485,1300,3523,Credit Card,Pick Up,6
4486,1087,3524,Debit Card,Mail,6.5
4487,2033,3525,Debit Card,Pick Up,6
4488,2033,3525,Cash,Mail,6.5
4489,56,3526,Debit Card,Pick Up,6
4490,1576,3527,Cash,Pick Up,6
4491,2691,3528,Credit Card,Mail,6.5
4492,1414,3529,Credit Card,Pick Up,6
4493,2972,3530,Debit Card,Mail,6.5
4494,491,3531,Debit Card,Mail,6.5
4495,4707,3532,Debit Card,Mail,6.5
4496,4707,3532,Cash,Mail,6.5
4497,4035,3533,Credit Card,Mail,6.5
4498,4035,3533,Debit Card,Pick Up,6
4499,2602,3534,Credit Card,Mail,6.5
4500,2718,3535,Credit Card,Mail,6.5
4501,1171,3536,Debit Card,Pick Up,6
4502,1171,3536,Cash,Mail,6.5
4503,4917,3537,Credit Card,Mail,6.5
4504,3167,3538,Cash,Pick Up,6
4505,3396,3539,Credit Card,Pick Up,6
4506,4473,3540,Credit Card,Mail,6.5
4507,1292,3541,Credit Card,Pick Up,6
4508,2870,3542,Credit Card,Pick Up,6
4509,4840,3543,Debit Card,Mail,6.5
4510,4840,3543,Credit Card,Mail,6.5
4511,4322,3544,Debit Card,Mail,6.5
4512,4322,3544,Cash,Mail,6.5
4513,4744,3545,Debit Card,Pick Up,6
4514,3149,3546,Debit Card,Pick Up,6
4515,4667,3547,Cash,Pick Up,6
4516,4667,3547,Credit Card,Mail,6.5
4517,4798,3548,Cash,Mail,6.5
4518,4887,3549,Cash,Pick Up,6
4519,4715,3550,Credit Card,Pick Up,6
4520,2696,3551,Debit Card,Pick Up,6
4521,3353,3552,Cash,Mail,6.5
4522,3658,3553,Credit Card,Pick Up,6
4523,2438,3554,Cash,Pick Up,6
4524,2438,3554,Credit Card,Pick Up,6
4525,3143,3555,Debit Card,Mail,6.5
4526,3143,3555,Cash,Pick Up,6
4527,3293,3556,Cash,Pick Up,6
4528,3372,3557,Credit Card,Pick Up,6
4529,4406,3558,Credit Card,Pick Up,6
4530,4406,3558,Cash,Mail,6.5
4531,3482,3559,Cash,Mail,6.5
4532,4318,3560,Credit Card,Pick Up,6
4533,2983,3561,Debit Card,Pick Up,6
4534,4019,3562,Credit Card,Mail,6.5
4535,5000,3563,Cash,Pick Up,6
4536,3414,3564,Cash,Pick Up,6
4537,1200,3565,Cash,Pick Up,6
4538,1200,3565,Credit Card,Pick Up,6
4539,2582,3566,Cash,Pick Up,6
4540,2582,3566,Credit Card,Mail,6.5
4541,301,3567,Cash,Pick Up,6
4542,2044,3568,Debit Card,Mail,6.5
4543,682,3569,Cash,Pick Up,6
4544,682,3569,Cash,Mail,6.5
4545,2134,3570,Debit Card,Mail,6.5
4546,2314,3571,Credit Card,Pick Up,6
4547,738,3572,Cash,Pick Up,6
4548,291,3573,Credit Card,Mail,6.5
4549,1880,3574,Debit Card,Pick Up,6
4550,1580,3575,Cash,Mail,6.5
4551,996,3576,Cash,Mail,6.5
4552,996,3576,Debit Card,Pick Up,6
4553,1851,3577,Cash,Mail,6.5
4554,1851,3577,Debit Card,Mail,6.5
4555,2485,3578,Debit Card,Pick Up,6
4556,1857,3579,Cash,Pick Up,6
4557,696,3580,Debit Card,Mail,6.5
4558,696,3580,Cash,Pick Up,6
4559,1542,3581,Cash,Mail,6.5
4560,1456,3582,Credit Card,Mail,6.5
4561,134,3583,Debit Card,Pick Up,6
4562,2997,3584,Credit Card,Mail,6.5
4563,1838,3585,Cash,Pick Up,6
4564,2334,3586,Credit Card,Mail,6.5
4565,2573,3587,Debit Card,Pick Up,6
4566,2573,3587,Credit Card,Pick Up,6
4567,1641,3588,Debit Card,Mail,6.5
4568,1641,3588,Credit Card,Pick Up,6
4569,2049,3589,Debit Card,Pick Up,6
4570,60,3590,Credit Card,Mail,6.5
4571,1187,3591,Debit Card,Mail,6.5
4572,1187,3591,Debit Card,Mail,6.5
4573,2399,3592,Cash,Mail,6.5
4574,1311,3593,Debit Card,Mail,6.5
4575,2466,3594,Debit Card,Mail,6.5
4576,838,3595,Credit Card,Pick Up,6
4577,1889,3596,Debit Card,Mail,6.5
4578,1188,3597,Credit Card,Mail,6.5
4579,4333,3598,Cash,Pick Up,6
4580,4333,3598,Debit Card,Mail,6.5
4581,4759,3599,Credit Card,Mail,6.5
4582,4759,3599,Debit Card,Mail,6.5
4583,3800,3600,Credit Card,Pick Up,6
4584,455,3601,Cash,Pick Up,6
4585,4873,3602,Debit Card,Pick Up,6
4586,4873,3602,Cash,Pick Up,6
4587,4464,3603,Cash,Pick Up,6
4588,3022,3604,Cash,Pick Up,6
4589,3925,3605,Credit Card,Pick Up,6
4590,3942,3606,Cash,Pick Up,6
4591,4587,3607,Credit Card,Pick Up,6
4592,4442,3608,Debit Card,Pick Up,6
4593,4001,3609,Credit Card,Mail,6.5
4594,4001,3609,Credit Card,Mail,6.5
4595,3834,3610,Cash,Mail,6.5
4596,3834,3610,Cash,Pick Up,6
4597,2725,3611,Credit Card,Pick Up,6
4598,1056,3612,Credit Card,Pick Up,6
4599,3123,3613,Cash,Mail,6.5
4600,3123,3613,Credit Card,Pick Up,6
4601,4703,3614,Debit Card,Mail,6.5
4602,4609,3615,Cash,Pick Up,6
4603,3606,3616,Credit Card,Mail,6.5
4604,3039,3617,Credit Card,Pick Up,6
4605,3558,3618,Cash,Pick Up,6
4606,2798,3619,Credit Card,Mail,6.5
4607,4045,3620,Credit Card,Pick Up,6
4608,4045,3620,Credit Card,Pick Up,6
4609,2852,3621,Debit Card,Pick Up,6
4610,2852,3621,Debit Card,Mail,6.5
4611,2983,3622,Cash,Pick Up,6
4612,2390,3623,Credit Card,Mail,6.5
4613,4238,3624,Cash,Mail,6.5
4614,4238,3624,Cash,Mail,6.5
4615,1748,3625,Debit Card,Mail,6.5
4616,4669,3626,Cash,Mail,6.5
4617,4433,3627,Credit Card,Mail,6.5
4618,4258,3628,Cash,Pick Up,6
4619,4224,3629,Debit Card,Pick Up,6
4620,4077,3630,Debit Card,Pick Up,6
4621,795,3631,Cash,Pick Up,6
4622,795,3631,Debit Card,Mail,6.5
4623,2323,3632,Cash,Mail,6.5
4624,2323,3632,Credit Card,Pick Up,6
4625,2399,3633,Cash,Mail,6.5
4626,379,3634,Debit Card,Pick Up,6
4627,310,3635,Credit Card,Pick Up,6
4628,310,3635,Debit Card,Mail,6.5
4629,2511,3636,Cash,Mail,6.5
4630,4368,3637,Debit Card,Mail,6.5
4631,731,3638,Debit Card,Mail,6.5
4632,2485,3639,Debit Card,Mail,6.5
4633,2370,3640,Credit Card,Pick Up,6
4634,1052,3641,Debit Card,Pick Up,6
4635,2583,3642,Debit Card,Pick Up,6
4636,2583,3642,Cash,Mail,6.5
4637,2406,3643,Debit Card,Mail,6.5
4638,2406,3643,Credit Card,Mail,6.5
4639,112,3644,Debit Card,Mail,6.5
4640,605,3645,Credit Card,Pick Up,6
4641,108,3646,Credit Card,Mail,6.5
4642,108,3646,Credit Card,Pick Up,6
4643,90,3647,Credit Card,Pick Up,6
4644,514,3648,Debit Card,Pick Up,6
4645,1328,3649,Cash,Mail,6.5
4646,2254,3650,Debit Card,Mail,6.5
4647,2479,3651,Debit Card,Mail,6.5
4648,864,3652,Debit Card,Mail,6.5
4649,4048,3653,Credit Card,Pick Up,6
4650,4048,3653,Credit Card,Pick Up,6
4651,3165,3654,Cash,Pick Up,6
4652,3165,3654,Cash,Pick Up,6
4653,4821,3655,Cash,Pick Up,6
4654,541,3656,Debit Card,Mail,6.5
4655,2305,3657,Cash,Pick Up,6
4656,2305,3657,Credit Card,Pick Up,6
4657,847,3658,Cash,Pick Up,6
4658,240,3659,Debit Card,Pick Up,6
4659,40,3660,Cash,Pick Up,6
4660,626,3661,Debit Card,Mail,6.5
4661,2017,3662,Cash,Mail,6.5
4662,2159,3663,Cash,Pick Up,6
4663,4074,3664,Debit Card,Mail,6.5
4664,4074,3664,Cash,Mail,6.5
4665,2456,3665,Credit Card,Mail,6.5
4666,2456,3665,Cash,Mail,6.5
4667,4602,3666,Debit Card,Mail,6.5
4668,189,3667,Debit Card,Pick Up,6
4669,4737,3668,Cash,Mail,6.5
4670,4737,3668,Credit Card,Pick Up,6
4671,4078,3669,Credit Card,Pick Up,6
4672,4521,3670,Debit Card,Pick Up,6
4673,2617,3671,Cash,Pick Up,6
4674,2719,3672,Credit Card,Mail,6.5
4675,4085,3673,Cash,Pick Up,6
4676,4348,3674,Cash,Pick Up,6
4677,3500,3675,Credit Card,Mail,6.5
4678,3500,3675,Debit Card,Pick Up,6
4679,3286,3676,Debit Card,Mail,6.5
4680,3286,3676,Debit Card,Mail,6.5
4681,4287,3677,Cash,Pick Up,6
4682,3152,3678,Cash,Pick Up,6
4683,4907,3679,Credit Card,Pick Up,6
4684,4907,3679,Cash,Mail,6.5
4685,2634,3680,Debit Card,Pick Up,6
4686,3658,3681,Credit Card,Mail,6.5
4687,3872,3682,Credit Card,Mail,6.5
4688,4643,3683,Debit Card,Mail,6.5
4689,3120,3684,Debit Card,Pick Up,6
4690,4905,3685,Cash,Mail,6.5
4691,3520,3686,Credit Card,Mail,6.5
4692,3520,3686,Debit Card,Mail,6.5
4693,4113,3687,Debit Card,Mail,6.5
4694,4113,3687,Debit Card,Pick Up,6
4695,2844,3688,Credit Card,Mail,6.5
4696,3737,3689,Cash,Pick Up,6
4697,560,3690,Credit Card,Mail,6.5
4698,560,3690,Debit Card,Mail,6.5
4699,3530,3691,Debit Card,Pick Up,6
