PER#,P#,THEATRE#,PDATE,PHOUR,PMINUTE,COMMENTS
3233,41,6,09-MAY-19,18,45,Earlier start evening
3234,41,6,09-MAY-19,14,0,Earlier start day time
3235,50,1,10-MAY-19,19,30,Normal evening time
3236,50,1,11-MAY-19,19,30,Normal evening time
3237,50,1,12-MAY-19,19,30,Normal evening time
3238,50,1,12-MAY-19,14,30,Normal day time
3239,50,1,13-MAY-19,19,30,Normal evening time
3240,50,1,14-MAY-19,19,30,Normal evening time
3241,50,1,14-MAY-19,14,30,Normal day time
3242,50,1,15-MAY-19,19,30,Normal evening time
3243,50,1,15-MAY-19,14,30,Normal day time
3244,50,1,16-MAY-19,18,45,Earlier start evening
3245,50,1,16-MAY-19,14,0,Earlier start day time
3246,51,2,10-MAY-19,19,30,Normal evening time
3247,51,2,11-MAY-19,19,30,Normal evening time
3248,51,2,12-MAY-19,19,30,Normal evening time
3249,51,2,12-MAY-19,14,30,Normal day time
3250,51,2,13-MAY-19,19,30,Normal evening time
3251,51,2,14-MAY-19,19,30,Normal evening time
3252,51,2,14-MAY-19,14,30,Normal day time
3253,51,2,15-MAY-19,19,30,Normal evening time
3254,51,2,15-MAY-19,14,30,Normal day time
3255,51,2,16-MAY-19,18,45,Earlier start evening
3256,51,2,16-MAY-19,14,0,Earlier start day time
3257,52,3,10-MAY-19,19,30,Normal evening time
3258,52,3,11-MAY-19,19,30,Normal evening time
3259,52,3,12-MAY-19,19,30,Normal evening time
3260,52,3,12-MAY-19,14,30,Normal day time
3261,52,3,13-MAY-19,19,30,Normal evening time
3262,52,3,14-MAY-19,19,30,Normal evening time
3263,52,3,14-MAY-19,14,30,Normal day time
3264,52,3,15-MAY-19,19,30,Normal evening time
3265,52,3,15-MAY-19,14,30,Normal day time
3266,52,3,16-MAY-19,18,45,Earlier start evening
3267,52,3,16-MAY-19,14,0,Earlier start day time
3268,40,4,10-MAY-19,19,30,Normal evening time
3269,40,4,11-MAY-19,19,30,Normal evening time
3270,40,4,12-MAY-19,19,30,Normal evening time
3271,40,4,12-MAY-19,14,30,Normal day time
3272,40,4,13-MAY-19,19,30,Normal evening time
3273,40,4,14-MAY-19,19,30,Normal evening time
3274,40,4,14-MAY-19,14,30,Normal day time
3275,40,4,15-MAY-19,19,30,Normal evening time
3276,40,4,15-MAY-19,14,30,Normal day time
3277,40,4,16-MAY-19,18,45,Earlier start evening
3278,40,4,16-MAY-19,14,0,Earlier start day time
3279,41,5,10-MAY-19,19,30,Normal evening time
3280,41,5,11-MAY-19,19,30,Normal evening time
3281,41,5,12-MAY-19,19,30,Normal evening time
3282,41,5,12-MAY-19,14,30,Normal day time
3283,41,5,13-MAY-19,19,30,Normal evening time
3284,41,5,14-MAY-19,19,30,Normal evening time
3285,41,5,14-MAY-19,14,30,Normal day time
3286,41,5,15-MAY-19,19,30,Normal evening time
3287,41,5,15-MAY-19,14,30,Normal day time
3288,41,5,16-MAY-19,18,45,Earlier start evening
3289,41,5,16-MAY-19,14,0,Earlier start day time
3290,42,6,10-MAY-19,19,30,Normal evening time
3291,42,6,11-MAY-19,19,30,Normal evening time
3292,42,6,12-MAY-19,19,30,Normal evening time
3293,42,6,12-MAY-19,14,30,Normal day time
3294,42,6,13-MAY-19,19,30,Normal evening time
3295,42,6,14-MAY-19,19,30,Normal evening time
3296,42,6,14-MAY-19,14,30,Normal day time
3297,42,6,15-MAY-19,19,30,Normal evening time
3298,42,6,15-MAY-19,14,30,Normal day time
3299,42,6,16-MAY-19,18,45,Earlier start evening
3300,42,6,16-MAY-19,14,0,Earlier start day time
3301,51,1,17-MAY-19,19,30,Normal evening time
3302,51,1,18-MAY-19,19,30,Normal evening time
3303,51,1,19-MAY-19,19,30,Normal evening time
3304,51,1,19-MAY-19,14,30,Normal day time
3305,51,1,20-MAY-19,19,30,Normal evening time
3306,51,1,21-MAY-19,19,30,Normal evening time
3307,51,1,21-MAY-19,14,30,Normal day time
3308,51,1,22-MAY-19,19,30,Normal evening time
3309,51,1,22-MAY-19,14,30,Normal day time
3310,51,1,23-MAY-19,18,45,Earlier start evening
3311,51,1,23-MAY-19,14,0,Earlier start day time
3312,52,2,17-MAY-19,19,30,Normal evening time
3313,52,2,18-MAY-19,19,30,Normal evening time
3314,52,2,19-MAY-19,19,30,Normal evening time
3315,52,2,19-MAY-19,14,30,Normal day time
3316,52,2,20-MAY-19,19,30,Normal evening time
3317,52,2,21-MAY-19,19,30,Normal evening time
3318,52,2,21-MAY-19,14,30,Normal day time
3319,52,2,22-MAY-19,19,30,Normal evening time
3320,52,2,22-MAY-19,14,30,Normal day time
3321,52,2,23-MAY-19,18,45,Earlier start evening
3322,52,2,23-MAY-19,14,0,Earlier start day time
3323,40,3,17-MAY-19,19,30,Normal evening time
3324,40,3,18-MAY-19,19,30,Normal evening time
3325,40,3,19-MAY-19,19,30,Normal evening time
3326,40,3,19-MAY-19,14,30,Normal day time
3327,40,3,20-MAY-19,19,30,Normal evening time
3328,40,3,21-MAY-19,19,30,Normal evening time
3329,40,3,21-MAY-19,14,30,Normal day time
3330,40,3,22-MAY-19,19,30,Normal evening time
3331,40,3,22-MAY-19,14,30,Normal day time
3332,40,3,23-MAY-19,18,45,Earlier start evening
3333,40,3,23-MAY-19,14,0,Earlier start day time
3334,41,4,17-MAY-19,19,30,Normal evening time
3335,41,4,18-MAY-19,19,30,Normal evening time
3336,41,4,19-MAY-19,19,30,Normal evening time
3337,41,4,19-MAY-19,14,30,Normal day time
3338,41,4,20-MAY-19,19,30,Normal evening time
3339,41,4,21-MAY-19,19,30,Normal evening time
3340,41,4,21-MAY-19,14,30,Normal day time
3341,41,4,22-MAY-19,19,30,Normal evening time
3342,41,4,22-MAY-19,14,30,Normal day time
3343,41,4,23-MAY-19,18,45,Earlier start evening
3344,41,4,23-MAY-19,14,0,Earlier start day time
3345,42,5,17-MAY-19,19,30,Normal evening time
3346,42,5,18-MAY-19,19,30,Normal evening time
3347,42,5,19-MAY-19,19,30,Normal evening time
3348,42,5,19-MAY-19,14,30,Normal day time
3349,42,5,20-MAY-19,19,30,Normal evening time
3350,42,5,21-MAY-19,19,30,Normal evening time
3351,42,5,21-MAY-19,14,30,Normal day time
3352,42,5,22-MAY-19,19,30,Normal evening time
3353,42,5,22-MAY-19,14,30,Normal day time
3354,42,5,23-MAY-19,18,45,Earlier start evening
3355,42,5,23-MAY-19,14,0,Earlier start day time
3356,43,6,17-MAY-19,19,30,Normal evening time
3357,43,6,18-MAY-19,19,30,Normal evening time
3358,43,6,19-MAY-19,19,30,Normal evening time
3359,43,6,19-MAY-19,14,30,Normal day time
3360,43,6,20-MAY-19,19,30,Normal evening time
3361,43,6,21-MAY-19,19,30,Normal evening time
3362,43,6,21-MAY-19,14,30,Normal day time
3363,43,6,22-MAY-19,19,30,Normal evening time
3364,43,6,22-MAY-19,14,30,Normal day time
3365,43,6,23-MAY-19,18,45,Earlier start evening
3366,43,6,23-MAY-19,14,0,Earlier start day time
3367,52,1,24-MAY-19,19,30,Normal evening time
3368,52,1,25-MAY-19,19,30,Normal evening time
3369,52,1,26-MAY-19,19,30,Normal evening time
3370,52,1,26-MAY-19,14,30,Normal day time
3371,52,1,27-MAY-19,19,30,Normal evening time
3372,52,1,28-MAY-19,19,30,Normal evening time
3373,52,1,28-MAY-19,14,30,Normal day time
3374,52,1,29-MAY-19,19,30,Normal evening time
3375,52,1,29-MAY-19,14,30,Normal day time
3376,52,1,30-MAY-19,18,45,Earlier start evening
3377,52,1,30-MAY-19,14,0,Earlier start day time
3378,40,2,24-MAY-19,19,30,Normal evening time
3379,40,2,25-MAY-19,19,30,Normal evening time
3380,40,2,26-MAY-19,19,30,Normal evening time
3381,40,2,26-MAY-19,14,30,Normal day time
3382,40,2,27-MAY-19,19,30,Normal evening time
3383,40,2,28-MAY-19,19,30,Normal evening time
3384,40,2,28-MAY-19,14,30,Normal day time
3385,40,2,29-MAY-19,19,30,Normal evening time
3386,40,2,29-MAY-19,14,30,Normal day time
3387,40,2,30-MAY-19,18,45,Earlier start evening
3388,40,2,30-MAY-19,14,0,Earlier start day time
3389,41,3,24-MAY-19,19,30,Normal evening time
3390,41,3,25-MAY-19,19,30,Normal evening time
3391,41,3,26-MAY-19,19,30,Normal evening time
3392,41,3,26-MAY-19,14,30,Normal day time
3393,41,3,27-MAY-19,19,30,Normal evening time
3394,41,3,28-MAY-19,19,30,Normal evening time
3395,41,3,28-MAY-19,14,30,Normal day time
3396,41,3,29-MAY-19,19,30,Normal evening time
3397,41,3,29-MAY-19,14,30,Normal day time
3398,41,3,30-MAY-19,18,45,Earlier start evening
3399,41,3,30-MAY-19,14,0,Earlier start day time
3400,42,4,24-MAY-19,19,30,Normal evening time
3401,42,4,25-MAY-19,19,30,Normal evening time
3402,42,4,26-MAY-19,19,30,Normal evening time
3403,42,4,26-MAY-19,14,30,Normal day time
3404,42,4,27-MAY-19,19,30,Normal evening time
3405,42,4,28-MAY-19,19,30,Normal evening time
3406,42,4,28-MAY-19,14,30,Normal day time
3407,42,4,29-MAY-19,19,30,Normal evening time
3408,42,4,29-MAY-19,14,30,Normal day time
3409,42,4,30-MAY-19,18,45,Earlier start evening
3410,42,4,30-MAY-19,14,0,Earlier start day time
3411,43,5,24-MAY-19,19,30,Normal evening time
3412,43,5,25-MAY-19,19,30,Normal evening time
3413,43,5,26-MAY-19,19,30,Normal evening time
3414,43,5,26-MAY-19,14,30,Normal day time
3415,43,5,27-MAY-19,19,30,Normal evening time
3416,43,5,28-MAY-19,19,30,Normal evening time
3417,43,5,28-MAY-19,14,30,Normal day time
3418,43,5,29-MAY-19,19,30,Normal evening time
3419,43,5,29-MAY-19,14,30,Normal day time
3420,43,5,30-MAY-19,18,45,Earlier start evening
3421,43,5,30-MAY-19,14,0,Earlier start day time
3422,44,6,24-MAY-19,19,30,Normal evening time
3423,44,6,25-MAY-19,19,30,Normal evening time
3424,44,6,26-MAY-19,19,30,Normal evening time
3425,44,6,26-MAY-19,14,30,Normal day time
3426,44,6,27-MAY-19,19,30,Normal evening time
3427,44,6,28-MAY-19,19,30,Normal evening time
3428,44,6,28-MAY-19,14,30,Normal day time
3429,44,6,29-MAY-19,19,30,Normal evening time
3430,44,6,29-MAY-19,14,30,Normal day time
3431,44,6,30-MAY-19,18,45,Earlier start evening
3432,44,6,30-MAY-19,14,0,Earlier start day time
3433,53,1,31-MAY-19,19,30,Normal evening time
3434,53,1,01-JUN-19,19,30,Normal evening time
3435,53,1,02-JUN-19,19,30,Normal evening time
3436,53,1,02-JUN-19,14,30,Normal day time
3437,53,1,03-JUN-19,19,30,Normal evening time
3438,53,1,04-JUN-19,19,30,Normal evening time
3439,53,1,04-JUN-19,14,30,Normal day time
3440,53,1,05-JUN-19,19,30,Normal evening time
3441,53,1,05-JUN-19,14,30,Normal day time
3442,53,1,06-JUN-19,18,45,Earlier start evening
3443,53,1,06-JUN-19,14,0,Earlier start day time
3444,54,2,31-MAY-19,19,30,Normal evening time
3445,54,2,01-JUN-19,19,30,Normal evening time
3446,54,2,02-JUN-19,19,30,Normal evening time
3447,54,2,02-JUN-19,14,30,Normal day time
3448,54,2,03-JUN-19,19,30,Normal evening time
3449,54,2,04-JUN-19,19,30,Normal evening time
3450,54,2,04-JUN-19,14,30,Normal day time
3451,54,2,05-JUN-19,19,30,Normal evening time
3452,54,2,05-JUN-19,14,30,Normal day time
3453,54,2,06-JUN-19,18,45,Earlier start evening
3454,54,2,06-JUN-19,14,0,Earlier start day time
3455,55,3,31-MAY-19,19,30,Normal evening time
3456,55,3,01-JUN-19,19,30,Normal evening time
3457,55,3,02-JUN-19,19,30,Normal evening time
3458,55,3,02-JUN-19,14,30,Normal day time
3459,55,3,03-JUN-19,19,30,Normal evening time
3460,55,3,04-JUN-19,19,30,Normal evening time
3461,55,3,04-JUN-19,14,30,Normal day time
3462,55,3,05-JUN-19,19,30,Normal evening time
3463,55,3,05-JUN-19,14,30,Normal day time
3464,55,3,06-JUN-19,18,45,Earlier start evening
3465,55,3,06-JUN-19,14,0,Earlier start day time
3466,56,4,31-MAY-19,19,30,Normal evening time
3467,56,4,01-JUN-19,19,30,Normal evening time
3468,56,4,02-JUN-19,19,30,Normal evening time
3469,56,4,02-JUN-19,14,30,Normal day time
3470,56,4,03-JUN-19,19,30,Normal evening time
3471,56,4,04-JUN-19,19,30,Normal evening time
3472,56,4,04-JUN-19,14,30,Normal day time
3473,56,4,05-JUN-19,19,30,Normal evening time
3474,56,4,05-JUN-19,14,30,Normal day time
3475,56,4,06-JUN-19,18,45,Earlier start evening
3476,56,4,06-JUN-19,14,0,Earlier start day time
3477,57,5,31-MAY-19,19,30,Normal evening time
3478,57,5,01-JUN-19,19,30,Normal evening time
3479,57,5,02-JUN-19,19,30,Normal evening time
3480,57,5,02-JUN-19,14,30,Normal day time
3481,57,5,03-JUN-19,19,30,Normal evening time
3482,57,5,04-JUN-19,19,30,Normal evening time
3483,57,5,04-JUN-19,14,30,Normal day time
3484,57,5,05-JUN-19,19,30,Normal evening time
3485,57,5,05-JUN-19,14,30,Normal day time
3486,57,5,06-JUN-19,18,45,Earlier start evening
3487,57,5,06-JUN-19,14,0,Earlier start day time
3488,58,6,31-MAY-19,19,30,Normal evening time
3489,58,6,01-JUN-19,19,30,Normal evening time
3490,58,6,02-JUN-19,19,30,Normal evening time
3491,58,6,02-JUN-19,14,30,Normal day time
3492,58,6,03-JUN-19,19,30,Normal evening time
3493,58,6,04-JUN-19,19,30,Normal evening time
3494,58,6,04-JUN-19,14,30,Normal day time
3495,58,6,05-JUN-19,19,30,Normal evening time
3496,58,6,05-JUN-19,14,30,Normal day time
3497,58,6,06-JUN-19,18,45,Earlier start evening
3498,58,6,06-JUN-19,14,0,Earlier start day time
3499,54,1,07-JUN-19,19,30,Normal evening time
3500,54,1,08-JUN-19,19,30,Normal evening time
3501,54,1,09-JUN-19,19,30,Normal evening time
3502,54,1,09-JUN-19,14,30,Normal day time
3503,54,1,10-JUN-19,19,30,Normal evening time
3504,54,1,11-JUN-19,19,30,Normal evening time
3505,54,1,11-JUN-19,14,30,Normal day time
3506,54,1,12-JUN-19,19,30,Normal evening time
3507,54,1,12-JUN-19,14,30,Normal day time
3508,54,1,13-JUN-19,18,45,Earlier start evening
3509,54,1,13-JUN-19,14,0,Earlier start day time
3510,55,2,07-JUN-19,19,30,Normal evening time
3511,55,2,08-JUN-19,19,30,Normal evening time
3512,55,2,09-JUN-19,19,30,Normal evening time
3513,55,2,09-JUN-19,14,30,Normal day time
3514,55,2,10-JUN-19,19,30,Normal evening time
3515,55,2,11-JUN-19,19,30,Normal evening time
3516,55,2,11-JUN-19,14,30,Normal day time
3517,55,2,12-JUN-19,19,30,Normal evening time
3518,55,2,12-JUN-19,14,30,Normal day time
3519,55,2,13-JUN-19,18,45,Earlier start evening
3520,55,2,13-JUN-19,14,0,Earlier start day time
3521,56,3,07-JUN-19,19,30,Normal evening time
3522,56,3,08-JUN-19,19,30,Normal evening time
3523,56,3,09-JUN-19,19,30,Normal evening time
3524,56,3,09-JUN-19,14,30,Normal day time
3525,56,3,10-JUN-19,19,30,Normal evening time
3526,56,3,11-JUN-19,19,30,Normal evening time
3527,56,3,11-JUN-19,14,30,Normal day time
3528,56,3,12-JUN-19,19,30,Normal evening time
3529,56,3,12-JUN-19,14,30,Normal day time
3530,56,3,13-JUN-19,18,45,Earlier start evening
3531,56,3,13-JUN-19,14,0,Earlier start day time
3532,57,4,07-JUN-19,19,30,Normal evening time
3533,57,4,08-JUN-19,19,30,Normal evening time
3534,57,4,09-JUN-19,19,30,Normal evening time
3535,57,4,09-JUN-19,14,30,Normal day time
3536,57,4,10-JUN-19,19,30,Normal evening time
3537,57,4,11-JUN-19,19,30,Normal evening time
3538,57,4,11-JUN-19,14,30,Normal day time
3539,57,4,12-JUN-19,19,30,Normal evening time
3540,57,4,12-JUN-19,14,30,Normal day time
3541,57,4,13-JUN-19,18,45,Earlier start evening
3542,57,4,13-JUN-19,14,0,Earlier start day time
3543,58,5,07-JUN-19,19,30,Normal evening time
3544,58,5,08-JUN-19,19,30,Normal evening time
3545,58,5,09-JUN-19,19,30,Normal evening time
3546,58,5,09-JUN-19,14,30,Normal day time
3547,58,5,10-JUN-19,19,30,Normal evening time
3548,58,5,11-JUN-19,19,30,Normal evening time
3549,58,5,11-JUN-19,14,30,Normal day time
3550,58,5,12-JUN-19,19,30,Normal evening time
3551,58,5,12-JUN-19,14,30,Normal day time
3552,58,5,13-JUN-19,18,45,Earlier start evening
3553,58,5,13-JUN-19,14,0,Earlier start day time
3554,59,6,07-JUN-19,19,30,Normal evening time
3555,59,6,08-JUN-19,19,30,Normal evening time
3556,59,6,09-JUN-19,19,30,Normal evening time
3557,59,6,09-JUN-19,14,30,Normal day time
3558,59,6,10-JUN-19,19,30,Normal evening time
3559,59,6,11-JUN-19,19,30,Normal evening time
3560,59,6,11-JUN-19,14,30,Normal day time
3561,59,6,12-JUN-19,19,30,Normal evening time
3562,59,6,12-JUN-19,14,30,Normal day time
3563,59,6,13-JUN-19,18,45,Earlier start evening
3564,59,6,13-JUN-19,14,0,Earlier start day time
3565,55,1,14-JUN-19,19,30,Normal evening time
3566,55,1,15-JUN-19,19,30,Normal evening time
3567,55,1,16-JUN-19,19,30,Normal evening time
3568,55,1,16-JUN-19,14,30,Normal day time
3569,55,1,17-JUN-19,19,30,Normal evening time
3570,55,1,18-JUN-19,19,30,Normal evening time
3571,55,1,18-JUN-19,14,30,Normal day time
3572,55,1,19-JUN-19,19,30,Normal evening time
3573,55,1,19-JUN-19,14,30,Normal day time
3574,55,1,20-JUN-19,18,45,Earlier start evening
3575,55,1,20-JUN-19,14,0,Earlier start day time
3576,56,2,14-JUN-19,19,30,Normal evening time
3577,56,2,15-JUN-19,19,30,Normal evening time
3578,56,2,16-JUN-19,19,30,Normal evening time
3579,56,2,16-JUN-19,14,30,Normal day time
3580,56,2,17-JUN-19,19,30,Normal evening time
3581,56,2,18-JUN-19,19,30,Normal evening time
3582,56,2,18-JUN-19,14,30,Normal day time
3583,56,2,19-JUN-19,19,30,Normal evening time
3584,56,2,19-JUN-19,14,30,Normal day time
3585,56,2,20-JUN-19,18,45,Earlier start evening
3586,56,2,20-JUN-19,14,0,Earlier start day time
3587,57,3,14-JUN-19,19,30,Normal evening time
3588,57,3,15-JUN-19,19,30,Normal evening time
3589,57,3,16-JUN-19,19,30,Normal evening time
3590,57,3,16-JUN-19,14,30,Normal day time
3591,57,3,17-JUN-19,19,30,Normal evening time
3592,57,3,18-JUN-19,19,30,Normal evening time
3593,57,3,18-JUN-19,14,30,Normal day time
3594,57,3,19-JUN-19,19,30,Normal evening time
3595,57,3,19-JUN-19,14,30,Normal day time
3596,57,3,20-JUN-19,18,45,Earlier start evening
3597,57,3,20-JUN-19,14,0,Earlier start day time
3598,58,4,14-JUN-19,19,30,Normal evening time
3599,58,4,15-JUN-19,19,30,Normal evening time
3600,58,4,16-JUN-19,19,30,Normal evening time
3601,58,4,16-JUN-19,14,30,Normal day time
3602,58,4,17-JUN-19,19,30,Normal evening time
3603,58,4,18-JUN-19,19,30,Normal evening time
3604,58,4,18-JUN-19,14,30,Normal day time
3605,58,4,19-JUN-19,19,30,Normal evening time
3606,58,4,19-JUN-19,14,30,Normal day time
3607,58,4,20-JUN-19,18,45,Earlier start evening
3608,58,4,20-JUN-19,14,0,Earlier start day time
3609,59,5,14-JUN-19,19,30,Normal evening time
3610,59,5,15-JUN-19,19,30,Normal evening time
3611,59,5,16-JUN-19,19,30,Normal evening time
3612,59,5,16-JUN-19,14,30,Normal day time
3613,59,5,17-JUN-19,19,30,Normal evening time
3614,59,5,18-JUN-19,19,30,Normal evening time
3615,59,5,18-JUN-19,14,30,Normal day time
3616,59,5,19-JUN-19,19,30,Normal evening time
3617,59,5,19-JUN-19,14,30,Normal day time
3618,59,5,20-JUN-19,18,45,Earlier start evening
3619,59,5,20-JUN-19,14,0,Earlier start day time
3620,60,6,14-JUN-19,19,30,Normal evening time
3621,60,6,15-JUN-19,19,30,Normal evening time
3622,60,6,16-JUN-19,19,30,Normal evening time
3623,60,6,16-JUN-19,14,30,Normal day time
3624,60,6,17-JUN-19,19,30,Normal evening time
3625,60,6,18-JUN-19,19,30,Normal evening time
3626,60,6,18-JUN-19,14,30,Normal day time
3627,60,6,19-JUN-19,19,30,Normal evening time
3628,60,6,19-JUN-19,14,30,Normal day time
3629,60,6,20-JUN-19,18,45,Earlier start evening
3630,60,6,20-JUN-19,14,0,Earlier start day time
3631,56,1,21-JUN-19,19,30,Normal evening time
3632,56,1,22-JUN-19,19,30,Normal evening time
3633,56,1,23-JUN-19,19,30,Normal evening time
3634,56,1,23-JUN-19,14,30,Normal day time
3635,56,1,24-JUN-19,19,30,Normal evening time
3636,56,1,25-JUN-19,19,30,Normal evening time
3637,56,1,25-JUN-19,14,30,Normal day time
3638,56,1,26-JUN-19,19,30,Normal evening time
3639,56,1,26-JUN-19,14,30,Normal day time
3640,56,1,27-JUN-19,18,45,Earlier start evening
3641,56,1,27-JUN-19,14,0,Earlier start day time
3642,57,2,21-JUN-19,19,30,Normal evening time
3643,57,2,22-JUN-19,19,30,Normal evening time
3644,57,2,23-JUN-19,19,30,Normal evening time
3645,57,2,23-JUN-19,14,30,Normal day time
3646,57,2,24-JUN-19,19,30,Normal evening time
3647,57,2,25-JUN-19,19,30,Normal evening time
3648,57,2,25-JUN-19,14,30,Normal day time
3649,57,2,26-JUN-19,19,30,Normal evening time
3650,57,2,26-JUN-19,14,30,Normal day time
3651,57,2,27-JUN-19,18,45,Earlier start evening
3652,57,2,27-JUN-19,14,0,Earlier start day time
3653,58,3,21-JUN-19,19,30,Normal evening time
3654,58,3,22-JUN-19,19,30,Normal evening time
3655,58,3,23-JUN-19,19,30,Normal evening time
3656,58,3,23-JUN-19,14,30,Normal day time
3657,58,3,24-JUN-19,19,30,Normal evening time
3658,58,3,25-JUN-19,19,30,Normal evening time
3659,58,3,25-JUN-19,14,30,Normal day time
3660,58,3,26-JUN-19,19,30,Normal evening time
3661,58,3,26-JUN-19,14,30,Normal day time
3662,58,3,27-JUN-19,18,45,Earlier start evening
3663,58,3,27-JUN-19,14,0,Earlier start day time
3664,59,4,21-JUN-19,19,30,Normal evening time
3665,59,4,22-JUN-19,19,30,Normal evening time
3666,59,4,23-JUN-19,19,30,Normal evening time
3667,59,4,23-JUN-19,14,30,Normal day time
3668,59,4,24-JUN-19,19,30,Normal evening time
3669,59,4,25-JUN-19,19,30,Normal evening time
3670,59,4,25-JUN-19,14,30,Normal day time
3671,59,4,26-JUN-19,19,30,Normal evening time
3672,59,4,26-JUN-19,14,30,Normal day time
3673,59,4,27-JUN-19,18,45,Earlier start evening
3674,59,4,27-JUN-19,14,0,Earlier start day time
3675,60,5,21-JUN-19,19,30,Normal evening time
3676,60,5,22-JUN-19,19,30,Normal evening time
3677,60,5,23-JUN-19,19,30,Normal evening time
3678,60,5,23-JUN-19,14,30,Normal day time
3679,60,5,24-JUN-19,19,30,Normal evening time
3680,60,5,25-JUN-19,19,30,Normal evening time
3681,60,5,25-JUN-19,14,30,Normal day time
3682,60,5,26-JUN-19,19,30,Normal evening time
3683,60,5,26-JUN-19,14,30,Normal day time
3684,60,5,27-JUN-19,18,45,Earlier start evening
3685,60,5,27-JUN-19,14,0,Earlier start day time
3686,61,6,21-JUN-19,19,30,Normal evening time
3687,61,6,22-JUN-19,19,30,Normal evening time
3688,61,6,23-JUN-19,19,30,Normal evening time
3689,61,6,23-JUN-19,14,30,Normal day time
3690,61,6,24-JUN-19,19,30,Normal evening time
3691,61,6,25-JUN-19,19,30,Normal evening time
3692,61,6,25-JUN-19,14,30,Normal day time
3693,61,6,26-JUN-19,19,30,Normal evening time
3694,61,6,26-JUN-19,14,30,Normal day time
3695,61,6,27-JUN-19,18,45,Earlier start evening
3696,61,6,27-JUN-19,14,0,Earlier start day time
3697,57,1,28-JUN-19,19,30,Normal evening time
3698,57,1,29-JUN-19,19,30,Normal evening time
3699,57,1,30-JUN-19,19,30,Normal evening time
3700,57,1,30-JUN-19,14,30,Normal day time
3701,57,1,01-JUL-19,19,30,Normal evening time
3702,57,1,02-JUL-19,19,30,Normal evening time
3703,57,1,02-JUL-19,14,30,Normal day time
3704,57,1,03-JUL-19,19,30,Normal evening time
3705,57,1,03-JUL-19,14,30,Normal day time
3706,57,1,04-JUL-19,18,45,Earlier start evening
3707,57,1,04-JUL-19,14,0,Earlier start day time
3708,58,2,28-JUN-19,19,30,Normal evening time
3709,58,2,29-JUN-19,19,30,Normal evening time
3710,58,2,30-JUN-19,19,30,Normal evening time
3711,58,2,30-JUN-19,14,30,Normal day time
3712,58,2,01-JUL-19,19,30,Normal evening time
3713,58,2,02-JUL-19,19,30,Normal evening time
3714,58,2,02-JUL-19,14,30,Normal day time
3715,58,2,03-JUL-19,19,30,Normal evening time
3716,58,2,03-JUL-19,14,30,Normal day time
3717,58,2,04-JUL-19,18,45,Earlier start evening
3718,58,2,04-JUL-19,14,0,Earlier start day time
3719,59,3,28-JUN-19,19,30,Normal evening time
3720,59,3,29-JUN-19,19,30,Normal evening time
3721,59,3,30-JUN-19,19,30,Normal evening time
3722,59,3,30-JUN-19,14,30,Normal day time
3723,59,3,01-JUL-19,19,30,Normal evening time
3724,59,3,02-JUL-19,19,30,Normal evening time
3725,59,3,02-JUL-19,14,30,Normal day time
3726,59,3,03-JUL-19,19,30,Normal evening time
3727,59,3,03-JUL-19,14,30,Normal day time
3728,59,3,04-JUL-19,18,45,Earlier start evening
3729,59,3,04-JUL-19,14,0,Earlier start day time
3730,60,4,28-JUN-19,19,30,Normal evening time
3731,60,4,29-JUN-19,19,30,Normal evening time
3732,60,4,30-JUN-19,19,30,Normal evening time
3733,60,4,30-JUN-19,14,30,Normal day time
3734,60,4,01-JUL-19,19,30,Normal evening time
3735,60,4,02-JUL-19,19,30,Normal evening time
3736,60,4,02-JUL-19,14,30,Normal day time
3737,60,4,03-JUL-19,19,30,Normal evening time
3738,60,4,03-JUL-19,14,30,Normal day time
3739,60,4,04-JUL-19,18,45,Earlier start evening
3740,60,4,04-JUL-19,14,0,Earlier start day time
3741,61,5,28-JUN-19,19,30,Normal evening time
3742,61,5,29-JUN-19,19,30,Normal evening time
3743,61,5,30-JUN-19,19,30,Normal evening time
3744,61,5,30-JUN-19,14,30,Normal day time
3745,61,5,01-JUL-19,19,30,Normal evening time
3746,61,5,02-JUL-19,19,30,Normal evening time
3747,61,5,02-JUL-19,14,30,Normal day time
3748,61,5,03-JUL-19,19,30,Normal evening time
3749,61,5,03-JUL-19,14,30,Normal day time
3750,61,5,04-JUL-19,18,45,Earlier start evening
3751,61,5,04-JUL-19,14,0,Earlier start day time
3752,62,6,28-JUN-19,19,30,Normal evening time
4203,55,5,16-AUG-19,19,30,Normal evening time
4204,55,5,17-AUG-19,19,30,Normal evening time
4205,55,5,18-AUG-19,19,30,Normal evening time
4206,55,5,18-AUG-19,14,30,Normal day time
4207,55,5,19-AUG-19,19,30,Normal evening time
4208,55,5,20-AUG-19,19,30,Normal evening time
4209,55,5,20-AUG-19,14,30,Normal day time
4210,55,5,21-AUG-19,19,30,Normal evening time
4211,55,5,21-AUG-19,14,30,Normal day time
4212,55,5,22-AUG-19,18,45,Earlier start evening
4213,55,5,22-AUG-19,14,0,Earlier start day time
4214,56,6,16-AUG-19,19,30,Normal evening time
4215,56,6,17-AUG-19,19,30,Normal evening time
4216,56,6,18-AUG-19,19,30,Normal evening time
4217,56,6,18-AUG-19,14,30,Normal day time
4218,56,6,19-AUG-19,19,30,Normal evening time
4219,56,6,20-AUG-19,19,30,Normal evening time
4220,56,6,20-AUG-19,14,30,Normal day time
